CustomerID,Name,Address,Occupation,Gender,Age,MaritalStatus,CreditScore,PolicyHistory,CustomerSegment,PreferredCommunication,RiskTolerance,PropertyTypeID,PropertyType,AgeOfProperty,ConstructionMaterial,PropertySize,LocationID,City,Region,Postcode,ClaimID,PolicyID,DateID,ClaimAmount,ClaimType,ResolutionTime,ThresholdID,TotalClaimsThreshold,PropertyTypeThreshold,RegionThreshold
113,John Hanson,"48993 Casey Terrace Apt. 672, Schroederside, RI 17270",Engineer,Other,34,Married,589,6,High Networth,In Person,Medium,1,Terrace,32,Concrete,Medium,5,Edinburgh,Central,60394,113,368,655,3176.681421428363,Home,22,113,50,17,31
114,Jennifer Hill,"PSC 2739, Box 7157, APO AE 84672",Lawyer,Other,18,Widowed,726,9,Family,In Person,Low,4,Detach,45,Concrete,Medium,9,Sheffield,Central,78885,114,547,513,20972.53322649053,Home,26,114,9,43,62
115,Gary Arias,"PSC 9367, Box 2130, APO AP 00511",Doctor,Female,52,Divorced,690,7,Individual,Mail,Medium,3,Single,39,Steel,Large,10,Leeds,North,89435,115,852,904,46292.85082764006,Auto,9,115,51,53,54
116,Robin Gonzalez,"20835 Marks Cove Apt. 550, North Jacobmouth, LA 14703",Engineer,Other,67,Divorced,467,3,Business,Email,Low,3,Flat,8,Brick,Small,6,Birmingham,North,56699,116,504,549,35633.323358647795,Travel,3,116,80,83,11
117,Michael Kim,"370 Carey Road, North Lauren, VT 36756",Lawyer,Other,18,Widowed,742,10,Family,Mail,Medium,1,Terrace,11,Concrete,Small,5,Manchester,Central,01273,117,188,644,15993.37789977644,Travel,4,117,52,63,25
118,Michael Fleming,"1335 Blake Grove Suite 653, Catherinechester, DC 53132",Artist,Male,32,Widowed,301,5,Family,Mail,Medium,2,Single,31,Steel,Small,4,Bradford,North,46348,118,917,452,7906.407240522813,Travel,26,118,83,94,64
119,Susan Craig,"4293 Ronald Forest Apt. 047, New Thomas, NC 78568",Teacher,Male,38,Widowed,737,9,Business,Mail,High,2,Flat,18,Brick,Medium,10,Liverpool,Central,19396,119,603,691,7305.837948990532,Life,5,119,13,59,12
120,Heather Clark,"86492 Jessica Extensions, Lake Katherinemouth, TN 14184",Artist,Male,44,Divorced,640,10,Family,In Person,Low,3,Detach,42,Wood,Large,1,Sheffield,South,62704,120,987,952,18572.706426472523,Life,19,120,78,8,36
121,Ashley Jenkins,"9887 Carrie Hollow, Lorihaven, MT 15239",Artist,Other,39,Married,367,5,High Networth,Email,Low,1,Flat,42,Brick,Medium,10,Manchester,East,06982,121,732,630,22756.179759714913,Home,16,121,25,76,17
122,Heidi Thomas,"1011 Elizabeth Port Suite 302, Johnsonview, PW 63574",Lawyer,Other,42,Widowed,682,10,High Networth,Telephone,Medium,1,Single,38,Wood,Medium,4,London,South,76010,122,869,675,41421.39904460379,Travel,16,122,6,64,45
123,Alexander West,"719 Laura Islands Apt. 389, Ariastown, ME 57215",Engineer,Female,54,Widowed,729,8,Individual,Email,Low,2,Flat,32,Wood,Large,2,Bradford,North,37781,123,564,490,38165.711309540864,Travel,30,123,67,47,6
124,Katherine White,"14149 Sarah Roads Suite 404, Grantbury, CT 43730",Teacher,Female,52,Single,646,6,Business,In Person,Low,2,Single,49,Wood,Small,9,Birmingham,Central,29166,124,913,926,36729.64481514561,Home,15,124,82,98,38
125,Jimmy Reyes,"652 Alexis Unions, Parkview, NC 61847",Engineer,Female,37,Widowed,347,9,Business,Email,Medium,3,Terrace,42,Steel,Large,1,Liverpool,South,40101,125,117,309,24223.447587091352,Life,21,125,69,64,76
126,Nicole Arroyo,"576 Miller Union, Yatesville, CT 56457",Teacher,Male,27,Married,666,1,High Networth,Email,High,3,Single,25,Wood,Large,7,Manchester,West,05952,126,445,572,39352.37633485426,Life,9,126,92,88,24
127,Anthony Powers,"662 Spencer Knoll Apt. 121, Jenkinschester, MH 43199",Doctor,Male,31,Widowed,308,7,Individual,Telephone,Medium,4,Single,38,Steel,Large,4,Birmingham,North,86287,127,985,676,6928.542591013339,Travel,12,127,74,51,11
128,Michael Evans,"96615 Alicia Trace Suite 196, Wesleyside, NV 04302",Lawyer,Other,20,Divorced,574,9,High Networth,Telephone,Medium,3,Terrace,44,Wood,Small,3,Sheffield,East,04528,128,595,285,15254.328631242728,Home,7,128,5,98,26
129,Elizabeth Hall,"PSC 8017, Box 9764, APO AE 97836",Teacher,Female,52,Divorced,304,10,Individual,Telephone,Low,3,Single,41,Steel,Medium,7,Glasgow,West,35222,129,981,80,16970.485611447115,Health,4,129,75,74,52
130,Anthony Escobar,"81720 Andrew Dam, North Jacob, TX 47042",Engineer,Male,66,Married,747,10,Individual,In Person,High,1,Flat,8,Brick,Small,9,Manchester,South,51036,130,774,1042,24194.518192023177,Life,6,130,64,89,18
131,Angela Walker,"473 Davis Bypass, Port John, NV 19840",Teacher,Female,19,Widowed,645,4,Individual,Email,Medium,1,Flat,8,Concrete,Large,9,Birmingham,South,35780,131,179,508,48231.61482422327,Auto,15,131,19,30,49
132,Robert Wolfe,"79054 Jacobson Well, Warrenstad, MA 48352",Engineer,Male,26,Married,321,1,High Networth,Mail,High,3,Terrace,34,Steel,Medium,10,Sheffield,North,20108,132,323,417,13080.773829890413,Health,1,132,48,59,58
133,Richard Rodriguez,"45586 Mark Row Apt. 723, Davidside, GA 66638",Doctor,Female,60,Divorced,415,5,High Networth,Telephone,Low,4,Detach,28,Brick,Large,1,Manchester,East,92655,133,621,583,35388.987419900375,Health,3,133,99,94,72
134,James Figueroa,"5086 Justin Circle, Deniseton, VI 82945",Engineer,Male,51,Single,522,10,Individual,Telephone,Medium,4,Single,7,Concrete,Large,4,London,Central,44451,134,810,704,44566.80841912734,Health,11,134,84,31,5
135,Oscar Macias,"09898 Rhonda Haven, New Zacharyborough, ND 92233",Artist,Other,48,Single,318,5,Business,Email,High,2,Terrace,50,Wood,Small,3,Manchester,South,64029,135,438,83,48249.13205984559,Travel,18,135,83,31,23
136,Amanda Ellis,"USS Bailey, FPO AA 69335",Engineer,Female,62,Divorced,674,7,Business,Telephone,Low,3,Flat,36,Steel,Small,5,London,North,79075,136,472,248,21247.790023279806,Health,19,136,44,41,26
137,Dana Edwards,"3137 Jackson Plaza Apt. 364, Lake Ashleytown, ID 14892",Artist,Male,67,Married,848,2,High Networth,Telephone,Medium,4,Detach,43,Concrete,Medium,9,Edinburgh,Central,86339,137,739,103,25223.39931239954,Health,16,137,31,3,74
138,Christie Campbell,"5187 Baker Freeway Suite 785, Gonzalesville, DE 37275",Artist,Male,57,Single,481,3,Family,Email,High,1,Single,8,Wood,Small,4,Glasgow,Central,52037,138,412,251,23157.802094882147,Auto,19,138,31,17,21
139,Teresa Schmidt,"1592 Stephanie Walk Apt. 657, Lindaborough, ID 57035",Teacher,Female,23,Widowed,763,10,High Networth,Mail,Low,4,Detach,7,Steel,Large,8,Leeds,South,92958,139,124,445,20058.79158993759,Health,29,139,15,38,75
140,Linda Garza,"30674 David Drives, West Sherri, MT 61629",Artist,Female,20,Single,763,9,Individual,Mail,Medium,4,Flat,43,Steel,Medium,4,London,East,53665,140,223,428,33883.15454476326,Travel,6,140,80,78,27
141,William Turner,"6824 Suzanne Route Suite 164, Port Manuelberg, KS 76064",Doctor,Male,64,Single,606,8,High Networth,Email,Low,3,Terrace,50,Steel,Medium,2,Sheffield,West,60279,141,774,829,10901.237026133456,Travel,23,141,42,56,67
142,Samuel Miller,"Unit 8895 Box 0057, DPO AP 33752",Artist,Other,21,Married,336,10,Business,Telephone,Medium,2,Terrace,18,Wood,Small,6,Liverpool,South,28161,142,230,838,31871.624191276092,Home,2,142,46,54,20
143,Jacqueline Miller,"USS Park, FPO AA 86223",Teacher,Other,55,Widowed,451,3,Family,In Person,Low,1,Detach,20,Brick,Large,9,Edinburgh,East,26168,143,444,433,5122.365879430944,Health,1,143,37,77,50
144,Christine Martin,"293 White Club Apt. 885, New Courtney, HI 52340",Engineer,Other,24,Single,509,1,Business,In Person,Low,4,Single,39,Brick,Large,8,Sheffield,North,83750,144,402,734,12016.418180711738,Home,29,144,89,68,18
145,Brad Taylor,"USNS Dominguez, FPO AP 49080",Teacher,Other,41,Married,442,6,Business,In Person,High,3,Single,39,Steel,Small,6,London,North,38512,145,648,863,22151.93068023865,Auto,15,145,22,70,90
146,Robert Byrd,"48498 Navarro Loaf Suite 608, Ryanmouth, AZ 41567",Artist,Female,61,Divorced,393,9,Individual,Mail,Low,3,Detach,13,Wood,Medium,3,Leeds,Central,05292,146,858,749,8877.4072262618,Life,14,146,16,10,92
147,Julie Guzman,"303 Bell Ramp, South Connieport, SC 72101",Engineer,Male,64,Divorced,655,10,Business,Mail,Low,2,Single,18,Concrete,Small,3,Glasgow,South,55676,147,523,337,25657.313346338764,Travel,20,147,96,28,49
148,Jasmine Newton,"99444 Kevin Grove Apt. 337, Christopherfurt, AL 81846",Teacher,Male,57,Divorced,722,6,Individual,Mail,High,4,Terrace,15,Wood,Medium,7,London,Central,65808,148,604,396,29007.036049687384,Travel,13,148,34,9,62
149,Susan Olson,"USCGC Turner, FPO AE 35682",Lawyer,Other,58,Divorced,778,1,Business,In Person,High,3,Terrace,12,Concrete,Small,4,Birmingham,East,81909,149,624,780,19128.38354054516,Health,1,149,23,11,53
150,Hailey Ferguson,"863 Austin Junction Suite 253, Hoganbury, WY 84249",Artist,Other,51,Widowed,328,10,High Networth,Telephone,High,4,Flat,45,Steel,Small,8,Leeds,Central,27104,150,239,441,10652.817866369383,Travel,16,150,13,28,4
151,Jessica Andersen,"364 George Turnpike Apt. 359, New Karaland, SC 16241",Doctor,Other,48,Married,662,2,Family,Telephone,Low,4,Terrace,6,Steel,Large,4,Bradford,South,41741,151,609,769,41500.26879346552,Health,25,151,39,21,7
152,Lori Joseph,"505 Murray Views, Port Vanessamouth, DC 92936",Artist,Other,43,Married,338,3,High Networth,Email,Low,3,Terrace,26,Wood,Medium,8,Manchester,West,06804,152,986,1067,27109.97246782688,Life,18,152,77,31,17
153,Michael Hodge,"33868 Dixon Fort, North Scott, NV 20531",Doctor,Other,23,Widowed,566,9,Individual,In Person,High,3,Terrace,24,Brick,Small,4,London,East,82204,153,575,766,48715.69751793105,Travel,24,153,67,4,49
154,Jared Rodgers,"3791 Tara Square, West Leslie, VI 54693",Engineer,Female,37,Widowed,551,9,Family,In Person,Medium,3,Flat,8,Brick,Medium,5,Manchester,Central,08266,154,642,724,19437.37457244596,Life,15,154,20,46,47
155,Karla Williams,"216 John Unions Suite 120, Port Jenniferton, MP 78337",Doctor,Other,45,Divorced,677,6,Business,Email,Medium,2,Single,13,Brick,Medium,2,Bradford,Central,23839,155,225,467,35339.57988515031,Auto,14,155,70,29,14
156,Tina Fernandez,"USNS Andersen, FPO AA 79783",Doctor,Other,26,Divorced,335,4,Individual,Email,Low,3,Terrace,32,Concrete,Medium,8,London,East,04618,156,189,654,8318.686065114855,Life,26,156,91,91,99
157,Adrian Ellison,"1080 Blake Roads Suite 632, East Barbara, CO 36619",Artist,Other,42,Single,415,8,High Networth,Email,High,4,Terrace,13,Brick,Large,10,London,North,64053,157,963,225,41702.784065820924,Travel,29,157,89,23,83
158,Benjamin Noble,"11522 Martin Mall Suite 312, Lake Robert, PW 60856",Lawyer,Other,52,Divorced,362,6,Family,In Person,Low,3,Detach,39,Steel,Medium,10,Edinburgh,Central,01185,158,646,365,33765.3615651085,Travel,12,158,68,24,35
159,April Thompson,"338 Ward Road Apt. 195, North Markside, NV 39975",Teacher,Female,68,Married,492,2,Business,Telephone,Low,4,Single,14,Wood,Large,10,Edinburgh,East,70315,159,565,709,4079.104621334568,Home,24,159,45,26,64
160,Joseph Woods,"297 Randy Oval Suite 768, East Derekfort, MH 95209",Lawyer,Other,55,Divorced,834,3,Family,Mail,Low,1,Detach,9,Concrete,Large,8,London,North,86300,160,189,710,21235.82031929678,Home,19,160,13,67,95
161,Barbara Diaz,"667 Brenda Summit, Moniquefort, MO 35648",Engineer,Other,67,Widowed,656,8,Business,Mail,Medium,2,Single,10,Brick,Small,1,Liverpool,East,17931,161,266,392,7873.714649627949,Travel,8,161,12,99,90
162,Donald Butler,"25269 Cook Views Apt. 311, South Lisatown, VI 73344",Engineer,Female,54,Married,729,10,Individual,Mail,Low,4,Single,30,Brick,Small,4,Bradford,West,03697,162,880,241,37041.640765202676,Travel,6,162,95,72,21
163,Cassandra Clark,"6087 Carrie Mount, Lake Heidiberg, NJ 18568",Doctor,Female,55,Widowed,551,9,Family,Mail,Medium,4,Terrace,27,Concrete,Medium,6,Sheffield,East,93957,163,934,184,12499.778786391162,Auto,17,163,14,48,87
164,Adam Aguilar,"PSC 5608, Box 7815, APO AP 81145",Engineer,Male,59,Single,331,1,High Networth,Email,High,3,Terrace,7,Wood,Medium,4,Glasgow,South,17078,164,357,557,3854.5141368135887,Life,24,164,50,16,25
165,Harold Hamilton,"58277 Michael Green, Lake Bethany, AK 47607",Teacher,Female,70,Widowed,685,4,High Networth,In Person,Low,4,Detach,28,Wood,Large,7,London,Central,64499,165,174,191,39177.82571188061,Travel,10,165,83,81,92
166,David Martinez,"PSC 4718, Box 7025, APO AE 54599",Artist,Male,36,Married,373,3,Business,Telephone,Medium,1,Flat,23,Concrete,Small,9,Edinburgh,West,93058,166,302,500,27906.291993274022,Health,9,166,45,39,79
167,Gabriela Martin,"6807 Jennifer Lakes Suite 685, Brittanytown, NH 37037",Artist,Other,40,Widowed,484,8,Individual,In Person,Medium,4,Flat,36,Brick,Small,2,Edinburgh,West,64121,167,563,418,10651.323929135095,Health,5,167,49,41,56
168,Ashlee Simon,"314 Rhonda Dale, South Meghanport, MA 91313",Artist,Male,46,Single,355,1,Individual,Mail,Low,4,Detach,23,Concrete,Medium,2,Liverpool,Central,20897,168,882,299,22264.51684891445,Home,23,168,44,7,24
169,Jack Oconnor,"108 Wayne Lodge, New Andrew, MH 22447",Engineer,Female,28,Married,796,3,High Networth,Telephone,Low,4,Single,10,Wood,Small,9,Birmingham,South,73010,169,400,527,37052.04856652371,Home,20,169,88,8,57
170,Daniel Lee,"210 Cox Knolls, Sheppardton, VT 13852",Engineer,Male,27,Single,331,3,Individual,Telephone,High,1,Terrace,31,Brick,Small,3,Glasgow,Central,90920,170,755,561,13820.773912228206,Life,9,170,8,44,13
171,Aaron Mccann,"89283 Morgan Extensions, North Jeffrey, MD 63175",Doctor,Other,46,Divorced,758,1,Individual,Mail,Medium,1,Terrace,23,Steel,Large,3,Sheffield,South,36813,171,936,520,15664.113912616298,Home,2,171,74,90,73
172,Sean Cole,"5498 Karen Rapids Apt. 301, West Debrachester, MH 77224",Artist,Other,28,Single,501,3,High Networth,Mail,Low,2,Single,50,Brick,Small,3,Manchester,North,30322,172,617,851,35761.436219074545,Health,6,172,51,82,37
173,Carrie Jimenez,"96162 Franco Shoal Suite 692, Port Williamhaven, UT 94557",Teacher,Female,21,Married,768,9,Business,Telephone,High,1,Terrace,15,Wood,Medium,1,Glasgow,North,35134,173,286,344,24660.187765656727,Travel,7,173,2,88,7
174,Brittany Delgado,"410 Robert Trafficway, North Frankport, NC 40427",Doctor,Other,60,Single,677,6,Family,In Person,High,2,Terrace,23,Steel,Large,4,Liverpool,North,39504,174,327,694,22816.86174761667,Home,21,174,54,1,99
175,John Holt,"6198 Wiley Stream Suite 356, Port Charles, MI 36167",Doctor,Male,30,Widowed,327,7,Family,Mail,High,1,Flat,29,Concrete,Small,4,London,West,15859,175,886,678,2723.931499097334,Travel,4,175,3,42,32
176,Stacy Moore,"24328 Massey Plains, Lopezmouth, CA 90518",Teacher,Male,24,Widowed,481,3,Business,Mail,Low,2,Terrace,8,Steel,Medium,5,Liverpool,North,44804,176,298,468,14246.4561141939,Travel,4,176,21,77,13
177,Chad Rocha,"33938 Thomas Neck, Turnerside, CO 47473",Lawyer,Other,43,Married,687,3,Individual,Telephone,Medium,1,Single,43,Concrete,Large,5,Edinburgh,West,68125,177,638,778,25221.478134581197,Health,15,177,10,10,4
178,Julie Welch,"6799 Sean Gateway, Rioston, OH 68471",Artist,Male,61,Single,503,3,High Networth,In Person,High,4,Single,24,Steel,Small,2,Bradford,Central,58534,178,479,881,46738.425813375754,Home,18,178,42,73,85
179,Jean Romero,"989 Patricia Island Apt. 951, Jasminefurt, PA 84652",Engineer,Female,57,Married,667,9,Family,Email,High,1,Terrace,1,Brick,Medium,7,Liverpool,East,03182,179,649,84,31892.304914769564,Home,30,179,62,30,29
180,Ian Jenkins,"2804 Donald Corner, Evanton, KY 71093",Lawyer,Female,56,Widowed,509,2,Individual,Telephone,Medium,3,Flat,19,Wood,Large,7,Edinburgh,East,24365,180,653,965,35162.718428613116,Home,12,180,61,38,40
181,Cassandra Lynch,"168 Thomas Spring Apt. 778, Burchstad, MT 60225",Doctor,Male,52,Widowed,458,4,Individual,Email,Medium,2,Single,37,Concrete,Small,10,Bradford,Central,28711,181,831,857,9728.52724757961,Auto,4,181,31,63,47
182,Matthew Owens,"146 Karen Springs, Lake Randy, VT 88586",Artist,Female,36,Widowed,479,1,Business,In Person,High,4,Single,13,Wood,Small,9,London,Central,16671,182,277,814,47922.3403289968,Travel,21,182,47,87,37
183,Paula Shelton,"9016 Michelle Points Apt. 129, Lake Sherrybury, SC 36261",Artist,Male,21,Married,329,4,High Networth,Email,Low,1,Single,17,Wood,Medium,4,Leeds,North,78300,183,273,914,11776.13739371458,Travel,26,183,75,44,76
184,Michael Hoover,"187 Macdonald Lodge Suite 426, Josephtown, TN 77703",Artist,Other,62,Single,801,5,High Networth,Telephone,Low,2,Terrace,15,Brick,Large,4,Manchester,North,33361,184,520,1089,13432.945407060542,Auto,2,184,97,41,12
185,Theresa Anderson,"920 Jim Key, East Reginaldstad, ND 15934",Teacher,Female,31,Single,674,2,Family,Email,Low,3,Single,47,Concrete,Large,2,Leeds,South,66075,185,769,103,10629.956948755313,Life,5,185,22,70,74
186,Matthew Best,"99979 Maurice Neck Apt. 223, East Juan, DE 26164",Artist,Female,62,Married,467,5,Family,Telephone,Medium,4,Detach,1,Wood,Large,9,Glasgow,West,64020,186,816,602,39811.390228359654,Life,12,186,54,76,76
187,Jodi Gutierrez,"642 Perez Ports Suite 041, East Ashleystad, TN 73233",Engineer,Male,30,Widowed,659,5,Individual,Telephone,Low,3,Flat,20,Brick,Medium,8,Manchester,West,40633,187,479,859,15062.899283868606,Home,5,187,61,27,26
188,Colin Lee II,"766 Jensen Manors, West Dana, KY 69100",Doctor,Other,57,Widowed,356,5,Family,Telephone,Low,4,Terrace,6,Brick,Small,8,Manchester,East,77863,188,880,437,23954.27318224978,Health,25,188,45,4,72
189,Sydney Wise,"87957 Yu Route Apt. 275, Spencerburgh, OH 76138",Teacher,Male,30,Widowed,434,5,High Networth,In Person,Medium,1,Flat,36,Brick,Medium,7,Manchester,Central,61242,189,201,985,34514.20904421305,Auto,22,189,54,37,19
190,Roger Hartman,"46779 Christopher Circle, South Tylershire, NE 90983",Engineer,Other,64,Widowed,558,4,Business,Mail,High,1,Flat,31,Steel,Large,5,Birmingham,East,11533,190,220,91,35140.30856026766,Auto,14,190,44,84,65
191,Virginia Richardson,"2910 Brown Roads, New Jonathan, WY 42156",Artist,Female,53,Widowed,378,2,Business,In Person,Medium,4,Flat,22,Brick,Small,7,Birmingham,West,54128,191,728,984,2614.825910561016,Health,28,191,73,79,77
192,Ashley Harris,"PSC 0603, Box 9582, APO AP 81098",Teacher,Female,23,Divorced,592,1,Family,Telephone,High,2,Flat,10,Wood,Medium,6,Leeds,West,83834,192,520,832,28234.243568395785,Auto,6,192,72,80,40
193,Cindy Young,"Unit 2557 Box 1319, DPO AP 42562",Lawyer,Male,62,Divorced,675,6,Individual,Mail,Low,1,Flat,50,Wood,Medium,10,Sheffield,Central,67425,193,321,1081,8008.544334184777,Life,15,193,3,76,47
194,Melissa Hudson,"057 Richardson Lodge, Michelleview, SD 16171",Lawyer,Female,42,Single,663,7,Business,Telephone,Low,1,Detach,21,Wood,Large,5,Leeds,West,10530,194,892,614,48271.14184864199,Travel,8,194,62,40,98
195,Johnny Roberts,"3580 Cabrera Trace Apt. 704, North Adamland, SC 26673",Lawyer,Other,18,Widowed,739,9,Family,Mail,High,1,Flat,38,Steel,Small,6,Liverpool,West,75787,195,862,296,44646.14713023293,Travel,10,195,72,4,51
196,Daisy Cross,"82367 Johnson Island Suite 994, Michaelville, IL 87440",Doctor,Other,31,Divorced,390,9,Business,Telephone,High,4,Detach,30,Steel,Large,9,Manchester,Central,70951,196,310,892,40083.52629504339,Health,14,196,14,59,59
197,Katie Davis,"860 Darryl Expressway Apt. 210, New Jordanhaven, CT 90674",Doctor,Male,58,Married,470,4,High Networth,Telephone,High,1,Single,4,Concrete,Small,5,Sheffield,North,12960,197,179,887,7203.8393540231355,Life,28,197,40,1,4
198,Noah Mcpherson,"98723 Thomas Forest Suite 433, Scottview, WV 57684",Artist,Male,32,Widowed,430,3,Individual,In Person,Low,3,Single,20,Brick,Small,6,Bradford,Central,47468,198,527,41,16279.095265727532,Travel,2,198,72,19,26
199,Anita Hunt,"130 Tammy Squares Suite 602, New Leah, IA 65098",Engineer,Male,43,Widowed,476,9,Individual,In Person,Low,3,Detach,22,Steel,Medium,3,Birmingham,West,38576,199,101,1091,6186.847054546834,Health,26,199,48,77,60
200,Rachel Green,"93486 Perez Points, South Steven, TX 01949",Engineer,Male,70,Married,304,9,High Networth,Mail,Medium,3,Terrace,23,Concrete,Medium,9,Glasgow,Central,15398,200,635,1039,6933.977400473323,Life,17,200,90,9,24
201,Andrea Summers,"64321 Emma Row, Lake Ryan, CO 05377",Engineer,Other,60,Single,778,3,Individual,Email,High,1,Detach,7,Steel,Large,10,Sheffield,North,94985,201,885,826,17823.681561715166,Health,7,201,14,30,23
202,Lindsey Aguilar,"53839 Tiffany Lock Suite 057, North Samantha, UT 13558",Artist,Female,23,Divorced,683,3,Business,Mail,High,2,Flat,27,Steel,Medium,2,Manchester,North,77487,202,277,398,48765.10979842587,Health,18,202,20,71,90
203,Lauren Mendez,"PSC 0079, Box 3644, APO AE 25474",Lawyer,Other,64,Married,770,1,Business,Mail,Medium,2,Terrace,22,Brick,Large,2,Liverpool,West,95348,203,460,70,27190.305014015637,Home,27,203,80,19,64
204,Jose Reed,"5876 Hebert Spur Apt. 199, Port Carlos, FL 71042",Lawyer,Other,43,Divorced,492,2,High Networth,Telephone,Medium,1,Flat,43,Concrete,Large,5,Leeds,West,16244,204,525,1086,30038.06851726384,Life,16,204,3,37,15
205,Peter Lewis,"49111 Erin Lane, New Gabriel, GA 97697",Engineer,Other,41,Single,634,7,Individual,Telephone,Low,1,Flat,17,Brick,Large,2,Manchester,West,49686,205,348,627,20201.726151779956,Auto,25,205,2,87,86
